,Unnamed: 0,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,title_std,release_date,movie,production_budget,domestic_gross,worldwide_gross,distributor,mpaa_rating,genre,movie_same_name,averageRating,numVotes,profit,log_profit,log_production_budget,same_period_indicator,same_period_profit,same_period_rating,same_period_budget,same_period_movie_id,high_rating_dummy
59,7998,tt1137470,movie,Accidental Love,Accidental Love,0,2015,\N,100,"Comedy,Romance",accidental love,2015-03-17,Accidental Love,26000000.0,0.0,135436.0,Alchemy,PG-13,Comedy,1,4.1,8953.0,-25864564.0,18.714360571358313,17.073607134447293,1,19.194242252836887,6.671428571428572,16.751277818502942,"tt1661199,tt1772288,tt4056738,tt3235888,tt2199571,tt2908446,tt0052556",0
60,13936,tt1591479,movie,Act of Valor,Act of Valor,0,2012,\N,110,"Action,Adventure,Thriller",act of valor,2012-02-24,Act of Valor,12000000.0,70012847.0,82497035.0,Relativity,R,Action,1,6.4,71142.0,70497035.0,19.255748561316132,16.300417291085605,1,18.837151302646706,5.6,17.296750678069195,tt1655460,0
61,29766,tt6495770,movie,Action Point,Action Point,0,2018,\N,85,Comedy,action point,2018-06-01,Action Point,19000000.0,5059608.0,5103675.0,Paramount Pictures,R,Comedy,1,5.1,12054.0,-13896325.0,18.799827037253134,16.75994958976229,1,19.024621651408673,6.6,17.370858648025116,tt6306064,0
62,8577,tt1185836,movie,Adam,Adam,0,2009,\N,99,"Comedy,Drama,Romance",adam,2009-07-29,Adam,3200000.0,2283291.0,2834485.0,Fox Searchlight,PG-13,Drama,1,7.1,35506.0,-365515.0,18.888397297332794,14.978661680269905,1,19.106608302429997,6.02,17.254556424757187,"tt0775552,tt1201167,tt0436339,tt1148204,tt0844479",1
63,33006,tt8250826,tvEpisode,Adaptation,Adaptation,0,2019,\N,51,"Drama,Horror,Thriller",adaptation,2002-12-06,Adaptation,18500000.0,22498520.0,32531759.0,Sony Pictures,R,Comedy,1,7.9,7419.0,14031759.0,18.97474836925809,16.733281344102608,1,18.877933042775734,6.866666666666667,16.596457276848398,"tt0289848,tt3228904,tt0238380",1
64,18180,tt2205401,movie,Addicted,Addicted,0,2014,\N,106,"Drama,Romance,Thriller",addicted,2014-10-10,Addicted,5000000.0,17390770.0,17499242.0,Lionsgate,R,Drama,1,5.0,11959.0,12499242.0,18.96590340602026,15.424948670398354,1,19.20095145168668,7.325,16.795358179876906,"tt0829150,tt2170593,tt1872194,tt2582802",0
65,7030,tt1074929,movie,Adoration,Adoration,0,2008,\N,101,"Drama,Romance",adoration,2009-05-08,Adoration,4000000.0,294244.0,384244.0,Sony Pictures Classics,R,Drama,1,6.3,3457.0,-3615756.0,18.867826645707225,15.201805169084134,1,19.377806611172193,6.800000000000001,16.835638083841047,"tt1097013,tt0796366",0
66,29312,tt6306064,movie,Adrift,Adrift,0,2018,\N,96,"Action,Adventure,Biography",adrift,2018-06-01,Adrift,35000000.0,31445011.0,57931376.0,STX Entertainment,PG-13,Drama,1,6.6,60405.0,22931376.0,19.024621651408673,17.370858648025116,1,18.799827037253134,5.1,16.75994958976229,tt6495770,0
67,12975,tt15066812,tvEpisode,Aeon Flux,Aeon Flux,0,2010,\N,\N,"Action,Adventure,Comedy",aeon flux,2005-12-02,Aeon Flux,55000000.0,25857987.0,53913573.0,Paramount Pictures,PG-13,Action,1,,,-1086427.0,18.883871052653923,17.822843761378564,1,18.852406593842982,7.8,17.034386422832473,tt0412080,0
68,15455,tt1815862,movie,After Earth,After Earth,0,2013,\N,100,"Action,Adventure,Sci-Fi",after earth,2013-05-31,After Earth,130000000.0,60522097.0,251499665.0,Sony Pictures,PG-13,Action,1,4.8,206977.0,121499665.0,19.455641819042427,18.683045016112164,1,18.868745190968074,6.8,15.687312888712007,tt1869716,0
69,2257,tt0367479,movie,After the Sunset,After the Sunset,0,2004,\N,97,"Action,Comedy,Crime",after the sunset,2004-11-12,After the Sunset,57000000.0,28328132.0,38329114.0,New Line,PG-13,Action,1,6.2,49320.0,-18670886.0,18.766601877384588,17.858561843342684,1,19.163058218352372,6.575000000000001,17.34547694195865,"tt0308644,tt0362269,tt0387575,tt0338348",0
